game,round,col,row,n,category,clue,answer
6156,2,5,5,49,"B.S., I Love You","In Addition To A Bloody Classic 1897 Novel, This Irishman Also Wrote 1909'S 'The Lady Of The Shroud'",Bram Stoker
6156,2,6,1,45,The Short Form,"Deli, Where I'll Have The Corned Beef On Rye",Delicatessen
6156,2,6,2,44,The Short Form,Piano Is Italian For 'Soft' & Short For This Word Meaning 'Soft Loud',Pianoforte
6156,2,6,3,43,The Short Form,Perk--I Can Smell The Coffee Now,Percolate
6156,2,6,4,39,The Short Form,"Perk, As In An Added Benefit Or Privilege",Perquisite
6156,2,6,5,42,The Short Form,Cab Is Short For This French-Named Horse-Drawn Carriage,Cabriolet
6156,3,1,1,60,Olympic Cities,"Of The 4 'M' Cities That Consecutively Hosted Summer Olympics In The 20th Century, These 2 Aren't National Capitals",Munich And Montreal
6157,1,1,1,22,Predictions By 2030,"What Could This 'Hamilton' Creator Do To Top Himself By 2030? If Anyone Could Pull Off 'Otis: The Man, The Elevator'...",Lin-Manuel Miranda
6157,1,1,2,23,Predictions By 2030,Surely This Alliterative Type Of Jeans Seen Here Will Be Back In Sometime Before 2030 & Things Will Be Totally Groovy,Bell-Bottoms
6157,1,1,3,11,Predictions By 2030,"As Of 2018 This Nfc North Team Had Never Even Made The Super Bowl, Much Less Won It, But By 2030? Gotta Happen, Right?",The Detroit Lions
6157,1,1,4,14,Predictions By 2030,"June 14, This 'Day' Honoring An Event In 1777, Will Become A Federal Holiday, 'Cause A Federal Holiday In June Would Be Awesome!",Flag Day
6157,1,1,5,24,Predictions By 2030,"In 2018 This Social Network Site Got A Few 'Thumbs Up', With A Market Cap Of About $540 Billion; By 2030, That Number Will BE...More?",Facebook
6157,1,2,1,10,Tv Title Characters,"He Plays Tray, 'The Last O.G.'",Tracy Morgan
6157,1,2,2,5,Tv Title Characters,She Played 'The Good Wife' Alicia Florrick,Julianna Margulies
6157,1,2,3,6,Tv Title Characters,"With His 'Whoa!', Joey Lawrence Stole The Show From This Mayim Bialik Title Character",Blossom
6157,1,2,4,7,Tv Title Characters,Morningstar Is The Last Name Of This Devilishly Handsome Title Guy Whose Series Moved From Fox To Netflix,Lucifer
6157,1,2,5,9,Tv Title Characters,Miriam Weissman Is The Maiden Name Of The Title Character Of This Alliterative Amazon Series,The Marvelous MrS. Maisel
6157,1,3,1,1,Which State?,Was Last To Join The Union,Hawaii
6157,1,3,2,2,Which State?,Was An Independent Republic From 1836 To 1845,Texas
6157,1,3,3,8,Which State?,Has Parishes Instead Of Counties,Louisiana
6157,1,3,4,3,Which State?,Has Been Described As Looking Like A Giant Meat Cleaver,Oklahoma
6157,1,3,5,4,Which State?,Had The First National Monument & The First National Forest,Wyoming
6157,1,4,1,18,Crafts & Hobbies,This Pastime Of Digging Into Your Family's Past & Tracing Its History Is One Of America's Most Popular Hobbies,Geneaology
6157,1,4,2,15,Crafts & Hobbies,"Ravensburger Is A Big Name In This Pastime; It Makes A Disney One With 40,000 Pieces",A Jigsaw Puzzle
6157,1,4,3,16,Crafts & Hobbies,Seen Here Are Some Of The Supplies Used In This Hobby,Scrapbooking
6157,1,4,4,17,Crafts & Hobbies,It's Become A 9-Letter Word For The Hobby Of Shopping For Old Furniture & Collectibles,Antiquing
6157,1,4,5,19,Crafts & Hobbies,"You Can Make Hats, Sweaters & More With This Type Of Needlework Whose Name Is French For 'Hook'",Crocheting
6157,1,5,1,21,Recent Nonfiction,'The Rise & Fall Of' These Creatures That Ruled Earth For 150 MiL. Years Says A New Species Is Discovered Every Week,Dinosaurs
6157,1,5,2,20,Recent Nonfiction,"In 'Inseparable', About These 19th C. Twins, We Learn The 4' Band That Joined Them Stretched To A Freeing 6' Late In Life",Siamese Twins
6157,1,5,3,13,Recent Nonfiction,"Michael Pollan's 'How To Change Your Mind' Sees Therapeutic Value In Psilocybin, The Active Ingredient In 'Magic' These",Mushrooms
6157,1,5,4,12,Recent Nonfiction,'The Soul Of America' By Jon Meacham Has The Lincoln-Inspired Subtitle 'The Battle For Our Better' These,The Battle For Our Better Angels
6157,1,5,5,25,Recent Nonfiction,"This Humorist's Book 'Calypso' Is Partly About His Beach House 'The Sea Section', Which Just Edged Out 'Canker Shores'",David Sedaris
6157,1,6,3,28,The German Umlaut,Need A Designated Driver? Time To Call For This Word Meaning 'Over',Ã¼Ber
6157,1,6,4,27,The German Umlaut,"We Need Both Opposites: Come Frã¼H (This), Stay Spã¤T (This)",Early And Late
6157,1,6,5,26,The German Umlaut,It's The German Word Literally Translating To 'Double-Goer',Doppelgã¤Nger
6157,2,1,1,35,Celebrating 35 Years,This Video Game Featuring 2 Plumbers Who Were Not Yet 'Super' Was Launched In 1983,The Mario BroS.
6157,2,1,2,33,Celebrating 35 Years,In 1983 This Influential 13-Minute Michael Jackson Music Video Premiered,'Thriller'
6157,2,1,3,36,Celebrating 35 Years,The Disneyland Theme Park In This Asian City Celebrates Its 35th Anniversary In 2018,Tokyo
6157,2,1,4,37,Celebrating 35 Years,"Though Dave Mustaine Says He Didn't Even Anticipate Living To Be 35, This Band Of His Is Celebrating That Anniversary",Megadeth
6157,2,1,5,38,Celebrating 35 Years,"In 2018 The Tribeca Film Festival Had A 35th Anniversary Showing Of This Film, With Some Of Its Stars Present",Scarface
6157,2,2,3,54,Bible Books By Characters,Apollyon; The Mother Of Harlots & Abominations,Revelation
6157,2,2,4,53,Bible Books By Characters,The Rose Of Sharon & Her Beloved,Song Of Solomon
6157,2,2,5,52,Bible Books By Characters,"Naomi, Boaz",Ruth
6157,2,3,1,39,Safe Spaces,The Name Of A Fertile Place In The Libyan Desert Gives Us This Word For A Fertile Place In Any Desert,An Oasis
6157,2,3,2,40,Safe Spaces,"In 1640 English Settlers Named A Connecticut Town 'New' This, Reflecting The Safety It Provided",New Haven
6157,2,3,3,41,Safe Spaces,GoV. Jerry Brown Signed A Law Making California This Type Of State Protective Of Immigrants,A Sanctuary State
6157,2,3,4,42,Safe Spaces,"Samuel Johnson Said, 'Patriotism Is The Last' One Of These 'Of A Scoundrel'",The Last Refuge Of A Scoundrel
6157,2,3,5,43,Safe Spaces,"The Extra-Territorial Type Of This Is Granted In Embassies, As To Julian Assange In The Ecuadorian One",Asylum
6157,2,4,1,29,Earth Science,"In A Double One Of These Weather Phenomena, The Colors In The Secondary One Are Reversed",A Rainbow
6157,2,4,2,30,Earth Science,"Dtb Is Short For Depth To This, The Solid Stuff Underlying Looser Soil",Bedrock
6157,2,4,3,31,Earth Science,"The Drift Of 60,000 Nikes Lost From A Container Ship Helped Establish That The California One Flows Into The N. Equatorial One",The Current
6157,2,4,4,32,Earth Science,"Standard This Measurement Is 1,013 Millibars At Sea Level; In A 2007 Texas Tornado, A 194-Millibar Drop Was Recorded",Barometric Pressure
6157,2,4,5,34,Earth Science,It's The Quality Of Earth's Axis That Gives Us Seasons & In Geometry It Means Neither Parallel Nor Perpendicular,Oblique
6157,2,5,1,44,English Majors,He Bought His 1793 Promotion From Major To LT. Colonel; The Investment Would Pay Off At Waterloo,Wellington
6157,2,5,2,45,English Majors,A 1917 Issue Of The Arab Bulletin Reported On This Then-Major & 3 Others Sharing An Ostrich Egg For Breakfast,Lawrence Of Arabia
6157,2,5,3,46,English Majors,Sergeant Major John Berryman Won The Victoria Cross For This 1854 Engagement In Which His Horse Was Shot Under Him,The Charge Of The Light Brigade
6157,2,5,4,47,English Majors,"This Major Who Conspired With Benedict Arnold Asked To Be Shot, But George Washington Had Him Hanged As A Spy",Major John Andrã©
6157,2,5,5,48,English Majors,"Promoted To Major In 1915, He'D Go On To World War II Fame As A Field Marshal",Field Marshal Montgomery
6157,2,6,3,50,Career Options,George Costanza Claimed To Be One & Helped A Whale--You Could Study To Be One & Do It For Real,A Marine Biologist
6157,2,6,4,49,Career Options,You Could Try Your Hand Being This 4-Letter Type Of 'Manager' Dealing With Liability & Insurance,A Risk Manager
6157,2,6,5,51,Career Options,Go Work At The Cdc As This 14-Letter Type Of Doctor Battling Influenza & Cholera,An Epidemiologist
6157,3,1,1,55,American Authors,"The 1877 Novel 'Garth', About A New Hampshire Family Cursed By An Ancestor's Crime, Is By Julian, Son Of This Novelist",Nathaniel Hawthorne
6158,1,1,1,1,Many Moons,"On DeC. 12, 2004 Scott Sheppard & Colleagues Discovered 12 New Moons Of This Ringed Planet",Saturn
6158,1,1,2,7,Many Moons,"With At Least 50 Other Moons For Company, Callisto Isn't Lonely Orbiting This Planet",Jupiter
6158,1,1,3,8,Many Moons,This Ferryman Paddles His Way Around A Well-Known Dwarf Planet,Charon
6158,1,1,4,9,Many Moons,"Discovered In The 1850s, Ariel & Umbriel Circle This 7th Planet",Uranus
6158,1,1,5,10,Many Moons,"Neptune's Moons Include Nereid, Neso & This Other 'N' Creature, Also A Water Nymph",Naiad
6158,1,2,1,16,The Writer Speaks,"'When I First Began 'The Handmaid's Tale' It Was Called 'Offred,' The Name Of Its Central Character'",Margaret Atwood
6158,1,2,2,17,The Writer Speaks,"'I Never Imagined That I Should Be Able To Live By My Writing, But Now I Am Kept By A Little Girl Named Lolita'",Nabokov
6158,1,2,3,18,The Writer Speaks,"Comparing Himself To His Rabbit Angstrom, He Said, 'I Never Was A Basketball StaR. I Wasn't Handsome The Way He Is'",(John) Updike
6158,1,2,4,19,The Writer Speaks,"On Writing Up To Children, 'I Handed TheM...A Mouse-Boy And They Accepted IT...I Gave Them A Literate Spider, And They Took That'",E.B. White
6158,1,2,5,21,The Writer Speaks,This 'Space Odyssey' Author: 'I Predict That A New Species Could Well Appear On Earth--What I Call Robo Sapiens',Arthur C. Clarke
6158,1,3,1,26,Trophy Hunter,"Before Settling On 'Grammy', The Recording Industry Considered Calling The Award An 'Eddie' To Honor This Inventor",Edison
6158,1,3,2,27,Trophy Hunter,A Young Man Sits Under A Tree & Writes Down The Song Of A Muse On The Nobel Medal For This Field,Literature
6158,1,3,3,28,Trophy Hunter,Kevin Hart Called This Network's Golden Popcorn Trophy 'The Heaviest Award That You Can Receive',Mtv
6158,1,3,4,29,Trophy Hunter,"The Pritzker Prize Medal, Given For Excellence In This Field, Is Based On The Designs Of Louis Sullivan",Architecture
6158,1,4,1,11,Sports Stuff,"In 2017 Lebron James Helped This Team Get 25 3-Pointers, An Nba Single-Game Record",The Cavaliers
6158,1,4,2,12,Sports Stuff,Bjã¶Rn Borg's Famous 2-Handed Backhand Grip Was Perhaps A Result Of Playing This Winter Sport As A Youngster In Sweden,Ice Hockey
6158,1,4,3,13,Sports Stuff,Mike Pence Called This 1986 Hoops Movie 'The Greatest Sports Film'' & Screened It On Air Force 2 Using His Own Copy,Hoosiers
6158,1,4,4,14,Sports Stuff,"It Wasn't Perfect, But The Dodgers Used 4 Pitchers To Get This Hyphenated Type Of Win In A 2018 Game VS. The Padres",A No-Hitter
6158,1,4,5,15,Sports Stuff,Lexi Thompson Lost A 2017 Lpga Tourney After Improperly Placing A Ball & Then Turning In One Of These,An Incorrect Scorecard
6158,1,5,1,20,Navy Jargon,Keep Your Nose Clean At Sea Or Enter This 4-Letter Onboard Jail,The Brig
6158,1,5,2,22,Navy Jargon,"Yes, Sir! A 2 Striper Is One Of These Naval Officers",Lieutenant
6158,1,5,3,23,Navy Jargon,"Skivvies Are These; What, You Don't Like Hearts?",Underwear
6158,1,5,4,24,Navy Jargon,"If You've Ever Swabbed The Deck, You Know A Swab Is A Large One Of These",A Mop
6158,1,5,5,25,Navy Jargon,"For Sailors Cooped Up At Sea For Months, This Type Of Furlough Away From The Ship Is An Important Break",Shore Leave
6158,1,6,1,2,Hold The Homophone,"A Title For A Type Of Lawman, Or Type Of 'Law' That Means The Military Rule The Streets",Marshal/Martial
6158,1,6,2,3,Hold The Homophone,"It Describes The Supplies Seen Here, Or The Degree Of Motion They Have",Stationery/Stationary
6158,1,6,3,4,Hold The Homophone,"That Thin Layer Of Gold You Just Applied To Everything, Or The Feeling You Now Have For Exceeding Your Budget",Gilt/Guilt
6158,1,6,4,5,Hold The Homophone,"My British Friend Was Talking About Gas For His Car, But I Thought He Meant This Antarctic Bird",Petrol/Petrel
6158,1,6,5,6,Hold The Homophone,"Exiled People Of What's Now Eastern Canada, Or Bygone People Of Ancient Mesopotamia",Acadians/Akkadians
6158,2,1,1,31,Language,"12th C. Andalusian Writer Ibn Tufayl Wrote What's Been Called The First Novel In This Language, Not Spanish",Arabic
6158,2,1,2,32,Language,The Inuit Build New Words By Adding To Existing Ones; That May Be Why Legend Says Their Language Has 50+ Words For This,Snow
6158,2,1,3,33,Language,"The Asl Alphabet Uses One Hand; That Of Bsl, Short For This, Uses 2",British Sign Language
6158,2,1,4,34,Language,Reporter Vladimir Duthiers Has Translated French & The Language Called Haitian This For Anderson Cooper,Creole
6158,2,1,5,35,Language,"2-Word Term For The Language Of The C. 990 Poem 'The Battle Of Maldon', About A Viking-Saxon Clash",Old English
6158,2,2,1,40,Familial Music,In 2007 Marcus Mumford Formed This Group With Some Friends,Mumford & Sons
6158,2,2,2,52,Familial Music,Danny Aiello Played The Title Father In This Madonna Video From 1986,'Papa Don't Preach'
6158,2,2,3,53,Familial Music,Aretha Joined The Eurythmics On This Song With 'Sisters' In The Title,'Sisters Are Doing It For Themselves'
6158,2,2,4,54,Familial Music,"Kevin, Nick & Joe, These Brothers, Were 'Living The Dream'",The Jonases
6158,2,2,5,55,Familial Music,"Formerly Kid Rock's Dj, This Avuncular Fellow Has Ranged From Country-Pop To Rap-Rock",Uncle Kracker
6158,2,3,1,30,Travel & Tourism,The Medieval City Of Carcassonne In France Puts On A Great Fireworks Display On This July Holiday,Bastille Day
6158,2,3,2,36,Travel & Tourism,"With More Than 60 Active Geysers, Chile's El Tatio In These Mountains Is The Largest Geyser Field South Of The Equator",The Andes
6158,2,3,3,37,Travel & Tourism,Neuschwanstein Castle Was Begun In 1869 By 'Mad' King Ludwig Of This German Kingdom,Bavaria
6158,2,3,4,38,Travel & Tourism,Dunn's River Falls Makes Ocho Rios A Popular Destination On This Caribbean Isle,Jamaica
6158,2,3,5,39,Travel & Tourism,"The Name Of This Tokyo District Of Expensive Shops Means 'Silver Mint', As A Mint Stood There Centuries Ago",Ginza
6158,2,4,1,41,That's The Name,Deborah In Hebrew & Melissa In Greek Both Translate As This Insect Important To Farming,The Bee
6158,2,4,2,42,That's The Name,A Hemsworth Brother & A Gallagher Brother Know This Gaelic Form Is The Last 4 Letters Of The Name In English,Liam
6158,2,4,3,43,That's The Name,"From Greek, This Male First Name Means 'Messiah-Bearer'",Christopher
6158,2,4,4,44,That's The Name,A Patron Saint Of Italy Has This First Name That Means Someone From A Country Next To Italy,Francis
6158,2,4,5,56,That's The Name,This First Name Shared By Several Popes & 3 Russian Emperors Comes From The Greek For 'Defender Of Men',Alexander
6158,2,5,1,45,Bridge Burners,The Union Burned The Columbia-Wrightsville Bridge To Keep The Rebels From Advancing On Harrisburg In This State,Pennsylvania
6158,2,5,2,46,Bridge Burners,To Save The City Horatius Cocles Suggested Burning A Bridge Over This River That Flows Through Rome,The Tiber
6158,2,5,3,57,Bridge Burners,"At San Jacinto Sam Houston Burned Vince's Bridge, Making This Fleeing Mexican General Easy To Capture",Santa Anna
6158,2,6,1,50,"First 'In', Last 'Out'",They're What Acronyms Are Composed Of,Initials
6158,2,6,2,49,"First 'In', Last 'Out'",Molten Gold Is Sometimes Poured Into This Type Of Mold,An Ingot
6158,2,6,3,47,"First 'In', Last 'Out'","When Used By Management, This Type Of Labor Tactic Literally Bars Workers From Their Place Of Employ",Lockout
6158,2,6,4,48,"First 'In', Last 'Out'",The Sign Here Announces To Drivers An Upcoming One Of These Intersections,A Roundabout
6158,2,6,5,51,"First 'In', Last 'Out'",Type Of Expenses Incurred Casually & In Addition To The Expected Amount,Incidental
6158,3,1,1,58,Actresses,In 1997 She Became The First To Win An Oscar For A Film Directed By Her Husband; Her Brother-In-Law Produced The Film,Frances Mcdormand
6159,1,1,1,26,Denzel Washington Films By Role,Virginia High School Football Coach Herman Boone,Remember The Titans
6159,1,2,1,11,Accidents Of History,"Jason Clarke Played Ted Kennedy In A 2018 Movie Named For This Island, Site Of A Fatal 1969 Accident",Chappaquiddick
6159,1,2,2,12,Accidents Of History,Some Say This British Scientist Never Recovered From The Burning Of His Papers C. 1690 When His Dog Upset A Candle,Newton
6159,1,2,3,13,Accidents Of History,"She Was Going To Fly Westward Around The World, Pacific First, But An Accident Taking Off From Honolulu Made Her Switch",Amelia Earhart
6159,1,2,4,14,Accidents Of History,Patsy Sherman Invented This 3m Protective Stuff When A Spill Showed That A Mixture Repelled Oil & Water,Scotchgard
6159,1,2,5,15,Accidents Of History,"A Result Of This 1979 Accident In PenN., The Institute Of Nuclear Power Operations Has Made The Industry Safer",Three Mile Island
6159,1,3,1,1,5-Letter Words,"In The Sport Of Fencing, It's The Term For A Sudden Thrusting Attack Forward",A Lunge
6159,1,3,2,2,5-Letter Words,One Breed In This Class Of Hunting Dog Is Trained To Pursue Foxes,A Hound
6159,1,3,3,3,5-Letter Words,"It Has Meant A Tantrum Since Around 1930; Decades Later, People Started Adding 'Fit'",A Hissy Fit
6159,1,3,4,4,5-Letter Words,Kids Love To Shoot Down This 5-Letter Summertime Delight Seen Here,Flume
6159,1,3,5,5,5-Letter Words,A Masterless Samurai Often Forced To Roam From Town To Town,A Ronin
6159,1,4,1,6,On The Move,This Word For An Airport Building Or Train Station Tells You You've Reached The End Of The Line,A Terminal
6159,1,4,2,7,On The Move,"In Its Infancy In The Early 1960s, It Was Promoted As 'Sidewalk Surfing'",Skateboarding
6159,1,4,3,8,On The Move,In Names Of Ships These 3 Letters Came Before Beagle & Bounty,H.M.S.
6159,1,4,4,9,On The Move,In 1852 The B&O Railroad First Connected Baltimore With The City Of Wheeling On This Stately River,Ohio
6159,1,4,5,10,On The Move,This Popular Type Of Pioneer Wagon Was Named For The Pennsylvania Region Where It Originated,Conestoga Wagon
6159,1,5,1,25,Rivers Of California,The Region Where This 'Capital' River Meets The American River Was The Scene Of The State's 1849 Gold Rush,The Sacramento
6159,1,5,2,22,Rivers Of California,"The Only Undammed Major River System In CaliF., The Smith River Abounds With Class IV & V Options In This Activity",Rafting
6159,1,5,3,23,Rivers Of California,Norcal's Eel River Flows 200 Miles To The Ocean & Is Home To Steelhead & Cutthroat Species Of This Game Fish,Trout
6159,1,5,4,24,Rivers Of California,"This River Provides About 60% Of The Water For Socal, But Is Barely A Trickle When It Reaches The Ocean",The Colorado
6159,1,5,5,21,Rivers Of California,"The Only River That Flows Into Death Valley, The Amargosa River Is Often Called The 'Crown Jewel Of' This Desert",The Mojave
6159,1,6,1,16,That's Some Gift!,"In The Photo Seen Here, This Gift From France To The United States Is Under Construction",The Statue Of Liberty
6159,1,6,2,17,That's Some Gift!,"In December 1864 He Wired Abraham Lincoln With The Message 'I Beg To Present You, As A Christmas Gift, The City Of Savannah'",(General) Sherman
6159,1,6,3,18,That's Some Gift!,"For Her Birthday In 2008, This Spice Girl Received A Napa Valley Winery From Husband David",Victoria Beckham
6159,1,6,4,19,That's Some Gift!,"After President Nixon Visited China In 1972, China Gifted The U.S. With 2 Giant These",Pandas
6159,1,6,5,20,That's Some Gift!,"The 3 Wise Men Who Visited Jesus Brought Gifts Of Gold, Frankincense & This",Myrrh
6159,2,1,1,52,Here Comes The Cavalry!,The U.S. Army Made Its Last Horse-Mounted Cavalry Charge On Bataan During This War,World War II
6159,2,1,2,56,Here Comes The Cavalry!,A Theory By ProF. Lynn White JR. Said War Was Altered When Medieval Frankish Cavalry Adopted This Metal Foot Support,A Stirrup
6159,2,1,3,55,Here Comes The Cavalry!,"It's The Name Of The Marshal Who Led Napoleon's Cavalry At Waterloo, Or The Sound His Horse Might Have Made",Ney
6159,2,1,4,54,Here Comes The Cavalry!,In 1632 This Nation's King Gustav II Adolf Was Killed Leading A Cavalry Charge,Sweden
6159,2,1,5,53,Here Comes The Cavalry!,"When Well-Turned-Out, The Cavalryman Called A Hussar Sported A Tall, Cylindrical Hat Called This",A Busby
6159,2,2,1,45,Inventors & Inventions,In The 1590s Galileo Invented An Early One Of These Using A Long Glass Tube With A Sphere Of Liquid At The Bottom,A Thermometer
6159,2,2,2,44,Inventors & Inventions,"A Holder Of More Than 250 Patents, This Former Fur Trader & Inventor Was 'The Father Of Frozen Foods'",(Clarence) Birdseye
6159,2,2,3,41,Inventors & Inventions,"The First Completely Synthetic Plastic Was This One, Invented In 1907 By Leo Baekeland",Bakelite
6159,2,2,4,42,Inventors & Inventions,In 1858 This Man Invented An Eponymous Glass Jar With A Screw-On Lid,(John Landis) Mason
6159,2,2,5,43,Inventors & Inventions,James Hargreaves' Invention Of This Spinning Machine Spurred Industrialization Of The Textile Industry,The Jenny
6159,2,3,1,51,Fiction Of The 20-Teens,"Set In A Dystopian Future World, Lidia Yuknavitch's 'The Book Of Joan' Is A Reimagining Of This Historic Martyr's Life",Joan Of Arc
6159,2,3,2,40,Fiction Of The 20-Teens,'The Rooster Bar' By John Grisham Features 3 Of These (Naturally) Who Find Out About A Criminal Scam At Their Own School,Law Students
6159,2,3,3,39,Fiction Of The 20-Teens,"'The Martian' Author Andy Weir Returns To Space With 'Artemis', A Story Set On This Nearer Heavenly Body",The Moon
6159,2,3,4,38,Fiction Of The 20-Teens,There's No Author Photo On 2013'S 'Bleeding Edge'; The Last Known Clear Photos Of Him Are From The 1950s,Thomas Pynchon
6159,2,3,5,37,Fiction Of The 20-Teens,Her 11 Years Of Work On 'The Goldfinch' Were Rewarded With Big Sales & Acclaim,Donna Tartt
6159,2,4,1,27,That's Tough To 'Un'do,"Proverbially Or Practically, You Can't Do This To A Bell",Unring
6159,2,4,2,28,That's Tough To 'Un'do,It's A Lot Easier To Do This To An Anagram Than To An Egg,Unscramble
6159,2,4,3,29,That's Tough To 'Un'do,In 2016 The Huffington Post Described A Naked Restaurant In London As 'A Sight You Can't' This,Unsee
6159,2,4,4,30,That's Tough To 'Un'do,Toni Braxton Implored You To Do This To 'My Heart',Unbreak
6159,2,4,5,31,That's Tough To 'Un'do,To Loosen The Tension Of An Archer's Bow; In The Past Tense It Means Nervous & Panicky,Unstrung
6159,2,5,1,33,The Hills Are Alive,"Shh! The Hoary Marmot Of Alaska Does This, From Latin For 'Winter Quarters', For Up To 9 Months Each Year",Hibernate
6159,2,5,2,34,The Hills Are Alive,You May Encounter The Native Redbelly Snake While Visiting Mcgillicuddy Peak In These Colorful South Dakota Hills,The Black Hills
6159,2,5,3,35,The Hills Are Alive,"Leontopodium Alpinum, This Flower, Blooms, As The Song Says, 'Small And White, Clear And Bright'",Edelweiss
6159,2,5,4,36,The Hills Are Alive,"The Species Of Sumatra's Thirty Hills Region Are The Subject Of A Preservation Effort By The Wwf, This Fund",The World Wildlife Fund
6159,2,5,5,32,The Hills Are Alive,"In Spring & Summer, Wildflowers Surround The Famous Hill Towns Of This Italian Region",Tuscany
6159,2,6,1,46,The Sound Of Music,Legendary Drummer Hal Blaine Used Tire Chains For Percussion On This Duo's 'Bridge Over Troubled Water',Simon And Garfunkel
6159,2,6,2,47,The Sound Of Music,"Depeche Mode & Mgmt Play This-'Pop', From The Name Of An Electronic Instrument",Synth-Pop
6159,2,6,3,48,The Sound Of Music,"Ubiquitous In The Music Industry, The Avid Software Called This 'Tools' Puts A Studio's Worth Of Effects Into A Laptop",Pro Tools
6159,2,6,4,49,The Sound Of Music,"This Soul Man Said He Found His Signature Voice For 'What's Going On' After He Realized, 'I'D Been Singing Too Loud'",Marvin Gaye
6159,2,6,5,50,The Sound Of Music,A Wah-Wah Pedal Gives The Funky Tone To The Guitar On The Oscar-Winning 'Theme From' This 1971 Private-Eye Movie,Shaft
6159,3,1,1,57,Historical Firsts,"In A Tribute With No Precedent, The Band Played This At The Buckingham Palace Changing Of The Guard On September 13, 2001",'The Star-Spangled Banner' (Or The U.S. National Anthem)
6160,1,1,1,22,Let's Put Rutherford B. Hayes In The Picture!,Here's The Ex-President Out Getting Some Non-Air At This Structure About 200 Miles Up,The International Space Station
6160,1,1,2,23,Let's Put Rutherford B. Hayes In The Picture!,Here He Is In This State That Joined The Union In 1876--The Year Rbh Was Elected,Colorado
6160,1,1,3,24,Let's Put Rutherford B. Hayes In The Picture!,Let's Put Him In The Picture & Make The Man Almost As Tall As This Art Deco Building Completed In 1930,The Chrysler Building
6160,1,1,4,25,Let's Put Rutherford B. Hayes In The Picture!,Hayes Visits This Maryland Battlefield Also Known As Sharpsburg; He Was Wounded & Missed The Action When His Regiment Fought There In 1862,Antietam
6160,1,1,5,26,Let's Put Rutherford B. Hayes In The Picture!,"Rud, We Looked For You Everywhere, & Here You Are Out In This Type Of Flooded Field Used To Grow Rice",A Rice Paddy
6160,1,2,1,9,Hodgepodge,"To Pull Off The Title Of This Jules Verne Novel, You'D Have To Average About 13 Miles An Hour",Around The World In Eighty Days
6160,1,2,2,10,Hodgepodge,"No One Can Prove He Had 12-Year-Old Edward V & A Sibling Killed In 1483, But He Did Become King; HmmM...",King Richard III
6160,1,2,3,11,Hodgepodge,In September 2013 This Video Game 'V' Carjacked $1 Billion In Sales In Its First 3 Days Of Release,Grand Theft Auto V
6160,1,2,4,12,Hodgepodge,The Kara & Laptev Are 2 Of The 7 Seas Of This Ocean Whose Surface Temperature Hits A High Of 29 Degrees In July,The Arctic Ocean
6160,1,2,5,13,Hodgepodge,"The Dolphinfish, Also Known By This Double-Talk Name, Can Weigh In At 70 Pounds Of Deliciousness",The Mahi-Mahi
6160,1,3,1,1,Global Monsters,"Typhon, A Mythical Beast With Serpents For Fingers, Could Only Be Defeated By This Top Greek God",Zeus
6160,1,3,2,2,Global Monsters,"The Dullahan Is A Scary Irish Horse-Riding Demon With This Quality, Like A Spectral Rider Of Sleepy Hollow",He's Headless
6160,1,3,3,3,Global Monsters,"Indonesia's Pontianak Monster, A Ghost Of A Woman Who Died In This Condition, Will Try To Eat Your Guts",Pregnancy
6160,1,3,4,7,Global Monsters,"South Africa's Grootslang Is A Horrific Cave Beast That's Part Serpent, Part This Giant Trumpeter",An Elephant
6160,1,3,5,8,Global Monsters,The Kamaitachi Of Japan Is A Weasel Armed With These Curve-Bladed Grain Cutters Shorter Than Scythes,A Sickle
6160,1,4,1,16,The Movies,Donald Sutherland Said He Flashed His Tush In This Belushi Frat Film After The Director Said It Was Just For The Movie's Dailies,Animal House
6160,1,4,2,17,The Movies,"Leaving The West Coast, We Retrace The Movie Journey Of This 1981 Adventure Film Character On His Way To Nepal",Indiana Jones
6160,1,4,3,18,The Movies,The Website Did(This 'Avengers: Infinity War' Villain)KilL.me Offered One Of 2 Results; Good Luck!,Thanos
6160,1,4,4,19,The Movies,Earth's Potential Fate Is Not So Excellent With Keanu Reeves As Klaatu In The 2008 Remake Of This 1951 Film,The Day The Earth Stood Still
6160,1,4,5,20,The Movies,"For 'On The Waterfront', Elia Kazan Originally Cast This Singer Who Kazan Said 'Spoke Perfect Hobokenese'",Frank Sinatra
6160,1,5,1,21,Cryptocurrencies,An Altcoin Is Any Unit Of Cryptocurrency Other Than This Original One,Bitcoin
6160,1,5,2,30,Cryptocurrencies,A Lawsuit From This Rapper Killed Off The Coinye Currency,Kanye West
6160,1,5,3,29,Cryptocurrencies,Each Transaction Is A 'Block' Connected In These Digital Ledgers That Enable Cryptocurrencies To Work,A Blockchain
6160,1,5,4,28,Cryptocurrencies,"This 3-Letter Chat App Created Its Own Currency, The Very Similarly Named Kin",Kik
6160,1,5,5,27,Cryptocurrencies,In 2018 This South American Country Launched The Petro Currency Backed By Oil Reserves,Venezuela
6160,1,6,1,4,It's A 'Date',To Calm Someone By Giving Him A Drug,Sedate
6160,1,6,2,5,It's A 'Date',To Coerce Someone Into An Action By Threats,To Intimidate
6160,1,6,3,6,It's A 'Date',"To Flood An Area, Or To Overwhelm Someone With Information",Inundate
