game,show,date
1062,3966,2001-11-26
1063,3967,2001-11-27
1064,3968,2001-11-28
1065,3969,2001-11-29
1066,3970,2001-11-30
1072,3971,2001-12-03
1073,3972,2001-12-04
1074,3973,2001-12-05
1075,3974,2001-12-06
1076,3975,2001-12-07
1083,3976,2001-12-10
1084,3977,2001-12-11
1085,3978,2001-12-12
1086,3979,2001-12-13
1087,3980,2001-12-14
1088,3981,2001-12-17
1089,3982,2001-12-18
1090,3983,2001-12-19
1091,3984,2001-12-20
1092,3985,2001-12-21
1120,3986,2001-12-24
1121,3987,2001-12-25
1122,3988,2001-12-26
1123,3989,2001-12-27
1124,3990,2001-12-28
1136,3991,2001-12-31
1140,3995,2002-01-04
1166,3997,2002-01-08
1167,3998,2002-01-09
1168,3999,2002-01-10
1169,4000,2002-01-11
1180,4001,2002-01-14
1181,4002,2002-01-15
1182,4003,2002-01-16
1183,4004,2002-01-17
1184,4005,2002-01-18
1218,4006,2002-01-21
1219,4007,2002-01-22
1220,4008,2002-01-23
1221,4009,2002-01-24
1222,4010,2002-01-25
1385,4011,2002-01-28
1386,4012,2002-01-29
1387,4013,2002-01-30
1388,4014,2002-01-31
1389,4015,2002-02-01
1412,4016,2002-02-04
1413,4017,2002-02-05
1414,4018,2002-02-06
1415,4019,2002-02-07
1416,4020,2002-02-08
1417,4021,2002-02-11
1418,4022,2002-02-12
1419,4023,2002-02-13
1420,4024,2002-02-14
1434,4026,2002-02-18
1435,4027,2002-02-19
1436,4028,2002-02-20
1437,4029,2002-02-21
1438,4030,2002-02-22
1441,4031,2002-02-25
1442,4032,2002-02-26
1443,4033,2002-02-27
1444,4034,2002-02-28
1445,4035,2002-03-01
1449,4036,2002-03-04
1450,4037,2002-03-05
1451,4038,2002-03-06
1452,4039,2002-03-07
1453,4040,2002-03-08
1718,4041,2002-03-11
1719,4042,2002-03-12
1720,4043,2002-03-13
1721,4044,2002-03-14
1722,4045,2002-03-15
1723,4046,2002-03-18
1724,4047,2002-03-19
1725,4048,2002-03-20
1726,4049,2002-03-21
1727,4050,2002-03-22
1728,4051,2002-03-25
1729,4052,2002-03-26
1730,4053,2002-03-27
1731,4054,2002-03-28
1732,4055,2002-03-29
1735,4058,2002-04-03
1737,4060,2002-04-05
1738,4061,2002-04-08
1739,4062,2002-04-09
1740,4063,2002-04-10
1741,4064,2002-04-11
1742,4065,2002-04-12
1743,4066,2002-04-15
1744,4067,2002-04-16
1745,4068,2002-04-17
1746,4069,2002-04-18
1747,4070,2002-04-19
1749,4072,2002-04-23
1750,4073,2002-04-24
1751,4074,2002-04-25
1753,4076,2002-04-29
1100,4077,2002-04-30
546,4078,2002-05-01
342,4079,2002-05-02
548,4080,2002-05-03
549,4081,2002-05-06
553,4082,2002-05-07
557,4083,2002-05-08
560,4084,2002-05-09
561,4085,2002-05-10
565,4086,2002-05-13
1101,4089,2002-05-16
1102,4090,2002-05-17
1103,4091,2002-05-20
1094,4092,2002-05-21
1095,4093,2002-05-22
1096,4094,2002-05-23
1097,4095,2002-05-24
1159,4096,2002-05-27
1160,4097,2002-05-28
1161,4098,2002-05-29
1162,4099,2002-05-30
1163,4100,2002-05-31
1456,4101,2002-06-03
1457,4102,2002-06-04
1458,4103,2002-06-05
1459,4104,2002-06-06
1460,4105,2002-06-07
1464,4106,2002-06-10
1465,4107,2002-06-11
1466,4108,2002-06-12
1467,4109,2002-06-13
1468,4110,2002-06-14
1540,4111,2002-06-17
1541,4112,2002-06-18
1542,4113,2002-06-19
1543,4114,2002-06-20
1544,4115,2002-06-21
1545,4116,2002-06-24
1546,4117,2002-06-25
1547,4118,2002-06-26
1548,4119,2002-06-27
1549,4120,2002-06-28
1656,4121,2002-07-01
1622,4122,2002-07-02
928,4123,2002-07-03
931,4124,2002-07-04
1657,4125,2002-07-05
1660,4126,2002-07-08
1661,4127,2002-07-09
1662,4128,2002-07-10
1663,4129,2002-07-11
1664,4130,2002-07-12
1665,4131,2002-07-15
1666,4132,2002-07-16
1667,4133,2002-07-17
1668,4134,2002-07-18
1669,4135,2002-07-19
1519,4136,2002-09-02
907,4137,2002-09-03
908,4138,2002-09-04
365,4139,2002-09-05
367,4140,2002-09-06
897,4141,2002-09-09
2577,4142,2002-09-10
2578,4143,2002-09-11
2580,4144,2002-09-12
2582,4145,2002-09-13
3073,4146,2002-09-16
3074,4147,2002-09-17
1609,4148,2002-09-18
3075,4149,2002-09-19
2587,4151,2002-09-23
2589,4152,2002-09-24
2591,4153,2002-09-25
2592,4154,2002-09-26
2593,4155,2002-09-27
2595,4156,2002-09-30
2596,4157,2002-10-01
2597,4158,2002-10-02
2598,4159,2002-10-03
2599,4160,2002-10-04
2600,4161,2002-10-07
2604,4162,2002-10-08
2605,4163,2002-10-09
2607,4164,2002-10-10
2609,4165,2002-10-11
2610,4166,2002-10-14
2611,4167,2002-10-15
2612,4168,2002-10-16
2618,4169,2002-10-17
2619,4170,2002-10-18
2620,4171,2002-10-21
2621,4172,2002-10-22
2623,4173,2002-10-23
2624,4174,2002-10-24
2625,4175,2002-10-25
2626,4176,2002-10-28
2627,4177,2002-10-29
2628,4178,2002-10-30
2629,4179,2002-10-31
2630,4180,2002-11-01
2631,4181,2002-11-04
2632,4182,2002-11-05
2633,4183,2002-11-06
2634,4184,2002-11-07
2635,4185,2002-11-08
2941,4186,2002-11-11
2942,4187,2002-11-12
2943,4188,2002-11-13
2944,4189,2002-11-14
2945,4190,2002-11-15
2946,4191,2002-11-18
2947,4192,2002-11-19
2948,4193,2002-11-20
2949,4194,2002-11-21
2615,4196,2002-11-25
2616,4197,2002-11-26
934,4198,2002-11-27
951,4199,2002-11-28
963,4200,2002-11-29
974,4201,2002-12-02
2203,4202,2002-12-03
4613,4203,2002-12-04
2910,4204,2002-12-05
2911,4205,2002-12-06
2912,4206,2002-12-09
2913,4207,2002-12-10
2914,4208,2002-12-11
2875,4209,2002-12-12
2876,4210,2002-12-13
2877,4211,2002-12-16
2878,4212,2002-12-17
2879,4213,2002-12-18
2880,4214,2002-12-19
2881,4215,2002-12-20
2888,4216,2002-12-23
2889,4217,2002-12-24
2890,4218,2002-12-25
2893,4219,2002-12-26
2894,4220,2002-12-27
2895,4221,2002-12-30
2899,4222,2002-12-31
2900,4223,2003-01-01
2901,4224,2003-01-02
2902,4225,2003-01-03
3064,4226,2003-01-06
1341,4227,2003-01-07
816,4228,2003-01-08
3066,4229,2003-01-09
819,4230,2003-01-10
2903,4231,2003-01-13
2860,4232,2003-01-14
2861,4233,2003-01-15
2862,4234,2003-01-16
2863,4235,2003-01-17
2864,4236,2003-01-20
2865,4237,2003-01-21
2866,4238,2003-01-22
2838,4239,2003-01-23
2839,4240,2003-01-24
2840,4241,2003-01-27
2841,4242,2003-01-28
2842,4243,2003-01-29
2843,4244,2003-01-30
2844,4245,2003-01-31
2918,4246,2003-02-03
2919,4247,2003-02-04
2920,4248,2003-02-05
2921,4249,2003-02-06
2922,4250,2003-02-07
2923,4251,2003-02-10
2924,4252,2003-02-11
2925,4253,2003-02-12
2926,4254,2003-02-13
2845,4256,2003-02-17
2846,4257,2003-02-18
2847,4258,2003-02-19
2848,4259,2003-02-20
2849,4260,2003-02-21
2828,4261,2003-02-24
2829,4262,2003-02-25
2830,4263,2003-02-26
2831,4264,2003-02-27
2797,4265,2003-02-28
2798,4266,2003-03-03
2799,4267,2003-03-04
2800,4268,2003-03-05
2801,4269,2003-03-06
2802,4270,2003-03-07
2803,4271,2003-03-10
2804,4272,2003-03-11
2805,4273,2003-03-12
2806,4274,2003-03-13
2807,4275,2003-03-14
2808,4276,2003-03-17
2809,4277,2003-03-18
2810,4278,2003-03-19
2775,4281,2003-03-24
2776,4282,2003-03-25
2777,4283,2003-03-26
2778,4284,2003-03-27
2779,4285,2003-03-28
2780,4286,2003-03-31
2781,4287,2003-04-01
2782,4288,2003-04-02
2783,4289,2003-04-03
2784,4290,2003-04-04
2785,4291,2003-04-07
2786,4292,2003-04-08
2787,4293,2003-04-09
861,4294,2003-04-10
860,4295,2003-04-11
868,4296,2003-04-14
894,4297,2003-04-15
895,4298,2003-04-16
2764,4299,2003-04-17
2765,4300,2003-04-18
2766,4301,2003-04-21
2767,4302,2003-04-22
2768,4303,2003-04-23
2769,4304,2003-04-24
2770,4305,2003-04-25
3088,4306,2003-04-28
3089,4307,2003-04-29
3091,4308,2003-04-30
1577,4309,2003-05-01
3092,4310,2003-05-02
1352,4311,2003-05-05
1353,4312,2003-05-06
1354,4313,2003-05-07
1355,4314,2003-05-08
1356,4315,2003-05-09
1357,4316,2003-05-12
1358,4317,2003-05-13
1359,4318,2003-05-14
1360,4319,2003-05-15
2650,4321,2003-05-19
2651,4322,2003-05-20
2652,4323,2003-05-21
2653,4324,2003-05-22
2655,4325,2003-05-23
2656,4326,2003-05-26
2657,4327,2003-05-27
2658,4328,2003-05-28
2659,4329,2003-05-29
2660,4330,2003-05-30
2661,4331,2003-06-02
2662,4332,2003-06-03
2663,4333,2003-06-04
2664,4334,2003-06-05
2665,4335,2003-06-06
2666,4336,2003-06-09
2667,4337,2003-06-10
2668,4338,2003-06-11
2669,4339,2003-06-12
1185,4340,2003-06-13
1188,4341,2003-06-16
2670,4342,2003-06-17
2671,4343,2003-06-18
2145,4344,2003-06-19
2711,4345,2003-06-20
2712,4346,2003-06-23
2713,4347,2003-06-24
2714,4348,2003-06-25
2715,4349,2003-06-26
2716,4350,2003-06-27
2717,4351,2003-06-30
2718,4352,2003-07-01
2719,4353,2003-07-02
4612,4354,2003-07-03
4241,4355,2003-07-04
2738,4356,2003-07-07
2739,4357,2003-07-08
2740,4358,2003-07-09
2741,4359,2003-07-10
2742,4360,2003-07-11
2743,4361,2003-07-14
2744,4362,2003-07-15
2745,4363,2003-07-16
2746,4364,2003-07-17
2039,4365,2003-07-18
2037,4366,2003-09-08
3320,4367,2003-09-09
3324,4368,2003-09-10
3326,4369,2003-09-11
3601,4370,2003-09-12
4654,4371,2003-09-15
4655,4372,2003-09-16
4656,4373,2003-09-17
4657,4374,2003-09-18
4658,4375,2003-09-19
5014,4376,2003-09-22
5015,4377,2003-09-23
5016,4378,2003-09-24
5017,4379,2003-09-25
3342,4380,2003-09-26
4659,4381,2003-09-29
4660,4382,2003-09-30
4652,4383,2003-10-01
4661,4384,2003-10-02
4662,4385,2003-10-03
4664,4386,2003-10-06
4665,4387,2003-10-07
3128,4388,2003-10-08
3129,4389,2003-10-09
3130,4390,2003-10-10
3131,4391,2003-10-13
3132,4392,2003-10-14
3015,4393,2003-10-15
3122,4394,2003-10-16
3123,4395,2003-10-17
3126,4396,2003-10-20
3127,4397,2003-10-21
3119,4398,2003-10-22
3121,4399,2003-10-23
4669,4400,2003-10-24
4614,4401,2003-10-27
4670,4402,2003-10-28
4671,4403,2003-10-29
4672,4404,2003-10-30
4673,4405,2003-10-31
4674,4406,2003-11-03
4675,4407,2003-11-04
4676,4408,2003-11-05
4677,4409,2003-11-06
4678,4410,2003-11-07
3124,4411,2003-11-10
4964,4412,2003-11-11
4782,4413,2003-11-12
4965,4414,2003-11-13
4966,4415,2003-11-14
4967,4416,2003-11-17
3125,4417,2003-11-18
4968,4418,2003-11-19
4969,4419,2003-11-20
4606,4421,2003-11-24
4610,4422,2003-11-25
4611,4423,2003-11-26
4615,4424,2003-11-27
4616,4425,2003-11-28
4617,4426,2003-12-01
4618,4427,2003-12-02
4619,4428,2003-12-03
4620,4429,2003-12-04
4621,4430,2003-12-05
4622,4431,2003-12-08
4623,4432,2003-12-09
4624,4433,2003-12-10
4625,4434,2003-12-11
4626,4435,2003-12-12
4627,4436,2003-12-15
4628,4437,2003-12-16
4629,4438,2003-12-17
4630,4439,2003-12-18
4631,4440,2003-12-19
4633,4441,2003-12-22
4634,4442,2003-12-23
4635,4443,2003-12-24
4636,4444,2003-12-25
4637,4445,2003-12-26
4638,4446,2003-12-29
4639,4447,2003-12-30
4640,4448,2003-12-31
4641,4449,2004-01-01
4642,4450,2004-01-02
3133,4451,2004-01-05
3134,4452,2004-01-06
3136,4453,2004-01-07
3138,4454,2004-01-08
3140,4455,2004-01-09
3142,4456,2004-01-12
3084,4457,2004-01-13
3144,4458,2004-01-14
3199,4459,2004-01-15
3202,4460,2004-01-16
3205,4461,2004-01-19
3207,4462,2004-01-20
3208,4463,2004-01-21
3211,4464,2004-01-22
3214,4465,2004-01-23
3216,4466,2004-01-26
3218,4467,2004-01-27
3220,4468,2004-01-28
3221,4469,2004-01-29
3225,4470,2004-01-30
2907,4471,2004-02-02
3230,4472,2004-02-03
3233,4473,2004-02-04
3236,4474,2004-02-05
3238,4475,2004-02-06
4808,4476,2004-02-09
4804,4477,2004-02-10
4802,4478,2004-02-11
4799,4479,2004-02-12
4796,4480,2004-02-13
4793,4481,2004-02-16
4791,4482,2004-02-17
4751,4483,2004-02-18
4743,4484,2004-02-19
3241,4486,2004-02-23
3243,4487,2004-02-24
3245,4488,2004-02-25
3247,4489,2004-02-26
3248,4490,2004-02-27
3251,4491,2004-03-01
3260,4492,2004-03-02
3262,4493,2004-03-03
3267,4494,2004-03-04
3270,4495,2004-03-05
3272,4496,2004-03-08
3276,4497,2004-03-09
3278,4498,2004-03-10
3281,4499,2004-03-11
3284,4500,2004-03-12
3286,4501,2004-03-15
3289,4502,2004-03-16
3292,4503,2004-03-17
3294,4504,2004-03-18
3297,4505,2004-03-19
3299,4506,2004-03-22
3302,4507,2004-03-23
3304,4508,2004-03-24
3308,4509,2004-03-25
3310,4510,2004-03-26
3313,4511,2004-03-29
3315,4512,2004-03-30
3316,4513,2004-03-31
3147,4514,2004-04-01
3149,4515,2004-04-02
3154,4516,2004-04-05
3156,4517,2004-04-06
3157,4518,2004-04-07
3115,4519,2004-04-08
3160,4520,2004-04-09
3162,4521,2004-04-12
3163,4522,2004-04-13
3166,4523,2004-04-14
3167,4524,2004-04-15
3170,4525,2004-04-16
3172,4526,2004-04-19
3174,4527,2004-04-20
3175,4528,2004-04-21
3177,4529,2004-04-22
3180,4530,2004-04-23
3182,4531,2004-04-26
3183,4532,2004-04-27
3186,4533,2004-04-28
3187,4534,2004-04-29
3188,4535,2004-04-30
3191,4536,2004-05-03
3192,4537,2004-05-04
2588,4538,2004-05-05
2590,4539,2004-05-06
2594,4540,2004-05-07
2601,4541,2004-05-10
2602,4542,2004-05-11
2603,4543,2004-05-12
2606,4544,2004-05-13
2608,4545,2004-05-14
2614,4546,2004-05-17
2636,4547,2004-05-18
2637,4548,2004-05-19
2638,4549,2004-05-20
2639,4550,2004-05-21
2640,4551,2004-05-24
2641,4552,2004-05-25
2642,4553,2004-05-26
2643,4554,2004-05-27
2644,4555,2004-05-28
2645,4556,2004-05-31
2646,4557,2004-06-01
224,4558,2004-06-02
1517,4559,2004-06-03
1539,4560,2004-06-04
1551,4561,2004-06-07
1552,4562,2004-06-08
1576,4563,2004-06-09
1587,4564,2004-06-10
1594,4565,2004-06-11
1610,4566,2004-06-14
1611,4567,2004-06-15
1612,4568,2004-06-16
1613,4569,2004-06-17
1619,4570,2004-06-18
2675,4571,2004-06-21
2678,4572,2004-06-22
2682,4573,2004-06-23
2683,4574,2004-06-24
2684,4575,2004-06-25
2687,4576,2004-06-28
2693,4577,2004-06-29
2694,4578,2004-06-30
2695,4579,2004-07-01
2696,4580,2004-07-02
2697,4581,2004-07-05
2699,4582,2004-07-06
2700,4583,2004-07-07
2703,4584,2004-07-08
2704,4585,2004-07-09
2705,4586,2004-07-12
2721,4587,2004-07-13
2722,4588,2004-07-14
2723,4589,2004-07-15
2485,4590,2004-07-16
2729,4591,2004-07-19
2730,4592,2004-07-20
2731,4593,2004-07-21
2732,4594,2004-07-22
920,4595,2004-07-23
1,4596,2004-09-06
2,4597,2004-09-07
3,4598,2004-09-08
4,4599,2004-09-09
5,4600,2004-09-10
6,4601,2004-09-13
7,4602,2004-09-14
8,4603,2004-09-15
9,4604,2004-09-16
10,4605,2004-09-17
11,4606,2004-09-20
12,4607,2004-09-21
13,4608,2004-09-22
14,4609,2004-09-23
15,4610,2004-09-24
16,4611,2004-09-27
17,4612,2004-09-28
18,4613,2004-09-29
19,4614,2004-09-30
21,4616,2004-10-04
22,4617,2004-10-05
23,4618,2004-10-06
24,4619,2004-10-07
25,4620,2004-10-08
26,4621,2004-10-11
27,4622,2004-10-12
28,4623,2004-10-13
29,4624,2004-10-14
30,4625,2004-10-15
31,4626,2004-10-18
32,4627,2004-10-19
33,4628,2004-10-20
34,4629,2004-10-21
35,4630,2004-10-22
36,4631,2004-10-25
37,4632,2004-10-26
38,4633,2004-10-27
39,4634,2004-10-28
40,4635,2004-10-29
41,4636,2004-11-01
42,4637,2004-11-03
43,4638,2004-11-04
44,4639,2004-11-05
45,4640,2004-11-06
46,4641,2004-11-08
47,4642,2004-11-09
48,4643,2004-11-10
49,4644,2004-11-11
50,4645,2004-11-12
51,4646,2004-11-15
52,4647,2004-11-16
53,4648,2004-11-17
54,4649,2004-11-18
55,4650,2004-11-19
56,4651,2004-11-22
58,4653,2004-11-24
59,4654,2004-11-25
60,4655,2004-11-26
61,4656,2004-11-29
62,4657,2004-11-30
63,4658,2004-12-01
64,4659,2004-12-02
65,4660,2004-12-03
66,4661,2004-12-06
67,4662,2004-12-07
68,4663,2004-12-08
69,4664,2004-12-09
70,4665,2004-12-10
71,4666,2004-12-13
72,4667,2004-12-14
73,4668,2004-12-15
74,4669,2004-12-16
75,4670,2004-12-17
76,4671,2004-12-20
77,4672,2004-12-21
78,4673,2004-12-22
82,4674,2004-12-23
87,4675,2004-12-24
89,4676,2004-12-27
91,4677,2004-12-28
94,4678,2004-12-29
95,4679,2004-12-30
96,4680,2004-12-31
97,4681,2005-01-03
98,4682,2005-01-04
99,4683,2005-01-05
100,4684,2005-01-06
102,4685,2005-01-07
103,4686,2005-01-10
104,4687,2005-01-11
106,4688,2005-01-12
107,4689,2005-01-13
108,4690,2005-01-14
109,4691,2005-01-17
110,4692,2005-01-18
111,4693,2005-01-19
113,4694,2005-01-20
114,4695,2005-01-21
117,4696,2005-01-24
118,4697,2005-01-25
120,4698,2005-01-26
122,4699,2005-01-27
123,4700,2005-01-28
127,4701,2005-01-31
129,4702,2005-02-01
130,4703,2005-02-02
133,4704,2005-02-03
135,4705,2005-02-04
139,4706,2005-02-07
142,4708,2005-02-09
144,4709,2005-02-10
146,4710,2005-02-11
149,4711,2005-02-14
151,4712,2005-02-15
153,4713,2005-02-16
155,4714,2005-02-17
158,4715,2005-02-18
161,4716,2005-02-21
162,4717,2005-02-22
163,4718,2005-02-23
166,4719,2005-02-24
168,4720,2005-02-25
172,4721,2005-02-28
176,4722,2005-03-01
175,4723,2005-03-02
183,4724,2005-03-03
185,4725,2005-03-04
189,4726,2005-03-07
193,4727,2005-03-08
198,4728,2005-03-09
200,4729,2005-03-10
202,4730,2005-03-11
207,4731,2005-03-14
208,4732,2005-03-15
219,4733,2005-03-16
221,4734,2005-03-17
225,4735,2005-03-18
227,4736,2005-03-21
233,4737,2005-03-22
235,4738,2005-03-23
237,4739,2005-03-24
238,4740,2005-03-25
242,4741,2005-03-28
243,4742,2005-03-29
245,4743,2005-03-30
248,4744,2005-03-31
250,4745,2005-04-01
255,4746,2005-04-04
258,4747,2005-04-05
259,4748,2005-04-06
260,4749,2005-04-07
262,4750,2005-04-08
266,4751,2005-04-11
267,4752,2005-04-12
268,4753,2005-04-13
271,4754,2005-04-14
273,4755,2005-04-15
272,4756,2005-04-18
279,4757,2005-04-19
281,4758,2005-04-20
282,4759,2005-04-21
284,4760,2005-04-22
287,4761,2005-04-25
288,4762,2005-04-26
289,4763,2005-04-27
291,4764,2005-04-28
293,4765,2005-04-29
298,4766,2005-05-02
300,4767,2005-05-03
301,4768,2005-05-04
304,4769,2005-05-05
305,4770,2005-05-06
309,4771,2005-05-09
310,4772,2005-05-10
311,4773,2005-05-11
312,4774,2005-05-12
313,4775,2005-05-13
314,4776,2005-05-16
321,4777,2005-05-17
323,4779,2005-05-19
328,4781,2005-05-23
334,4784,2005-05-26
337,4785,2005-05-27
346,4786,2005-05-30
350,4787,2005-05-31
357,4788,2005-06-01
366,4789,2005-06-02
370,4790,2005-06-03
377,4791,2005-06-06
378,4792,2005-06-07
379,4793,2005-06-08
381,4794,2005-06-09
382,4795,2005-06-10
387,4796,2005-06-13
388,4797,2005-06-14
390,4798,2005-06-15
394,4799,2005-06-16
397,4800,2005-06-17
401,4801,2005-06-20
405,4802,2005-06-21
408,4803,2005-06-22
410,4804,2005-06-23
411,4805,2005-06-24
414,4806,2005-06-27
416,4807,2005-06-28
418,4808,2005-06-29
421,4809,2005-06-30
422,4810,2005-07-01
424,4811,2005-07-04
426,4812,2005-07-05
428,4813,2005-07-06
431,4814,2005-07-07
433,4815,2005-07-08
439,4816,2005-07-11
442,4817,2005-07-12
444,4818,2005-07-13
447,4819,2005-07-14
448,4820,2005-07-15
452,4821,2005-07-18
453,4822,2005-07-19
455,4823,2005-07-20
457,4824,2005-07-21
459,4825,2005-07-22
487,4826,2005-09-12
503,4827,2005-09-13
506,4828,2005-09-14
507,4829,2005-09-15
509,4830,2005-09-16
512,4831,2005-09-19
513,4832,2005-09-20
515,4833,2005-09-21
517,4834,2005-09-22
519,4835,2005-09-23
521,4836,2005-09-26
523,4837,2005-09-27
527,4838,2005-09-28
530,4839,2005-09-29
532,4840,2005-09-30
535,4841,2005-10-03
538,4842,2005-10-04
540,4843,2005-10-05
542,4844,2005-10-06
544,4845,2005-10-07
550,4846,2005-10-10
552,4847,2005-10-11
555,4848,2005-10-12
558,4849,2005-10-13
563,4850,2005-10-14
567,4851,2005-10-17
569,4852,2005-10-18
571,4853,2005-10-19
573,4854,2005-10-20
575,4855,2005-10-21
578,4856,2005-10-24
579,4857,2005-10-25
581,4858,2005-10-26
583,4859,2005-10-27
585,4860,2005-10-28
588,4861,2005-10-31
590,4862,2005-11-01
592,4863,2005-11-02
594,4864,2005-11-03
595,4865,2005-11-04
598,4866,2005-11-07
599,4867,2005-11-08
601,4868,2005-11-09
603,4869,2005-11-10
605,4870,2005-11-11
608,4871,2005-11-14
610,4872,2005-11-15
615,4873,2005-11-16
613,4874,2005-11-17
620,4876,2005-11-21
623,4877,2005-11-22
625,4878,2005-11-23
627,4879,2005-11-24
630,4880,2005-11-25
634,4881,2005-11-28
637,4882,2005-11-29
639,4883,2005-11-30
641,4884,2005-12-01
643,4885,2005-12-02
646,4886,2005-12-05
648,4887,2005-12-06
651,4888,2005-12-07
653,4889,2005-12-08
655,4890,2005-12-09
658,4891,2005-12-12
661,4892,2005-12-13
662,4893,2005-12-14
665,4894,2005-12-15
666,4895,2005-12-16
669,4896,2005-12-19
671,4897,2005-12-20
674,4898,2005-12-21
675,4899,2005-12-22
676,4900,2005-12-23
679,4901,2005-12-26
681,4902,2005-12-27
683,4903,2005-12-28
686,4904,2005-12-29
687,4905,2005-12-30
690,4906,2006-01-02
691,4907,2006-01-03
694,4908,2006-01-04
697,4909,2006-01-05
699,4910,2006-01-06
703,4911,2006-01-09
705,4912,2006-01-10
707,4913,2006-01-11
711,4914,2006-01-12
714,4915,2006-01-13
720,4916,2006-01-16
722,4917,2006-01-17
726,4918,2006-01-18
730,4919,2006-01-19
733,4920,2006-01-20
740,4921,2006-01-23
741,4922,2006-01-24
743,4923,2006-01-25
746,4924,2006-01-26
748,4925,2006-01-27
752,4926,2006-01-30
753,4927,2006-01-31
756,4928,2006-02-01
758,4929,2006-02-02
760,4930,2006-02-03
765,4931,2006-02-06
767,4932,2006-02-07
769,4933,2006-02-08
772,4934,2006-02-09
774,4935,2006-02-10
778,4936,2006-02-13
779,4937,2006-02-14
782,4938,2006-02-15
784,4939,2006-02-16
791,4941,2006-02-20
794,4942,2006-02-21
796,4943,2006-02-22
799,4944,2006-02-23
804,4945,2006-02-24
808,4946,2006-02-27
809,4947,2006-02-28
811,4948,2006-03-01
814,4949,2006-03-02
817,4950,2006-03-03
822,4951,2006-03-06
824,4952,2006-03-07
827,4953,2006-03-08
829,4954,2006-03-09
831,4955,2006-03-10
836,4956,2006-03-13
837,4957,2006-03-14
840,4958,2006-03-15
843,4959,2006-03-16
844,4960,2006-03-17
849,4961,2006-03-20
851,4962,2006-03-21
853,4963,2006-03-22
856,4964,2006-03-23
858,4965,2006-03-24
869,4966,2006-03-27
871,4967,2006-03-28
873,4968,2006-03-29
876,4969,2006-03-30
879,4970,2006-03-31
882,4971,2006-04-03
885,4972,2006-04-04
887,4973,2006-04-05
892,4974,2006-04-06
891,4975,2006-04-07
898,4976,2006-04-10
901,4977,2006-04-11
904,4978,2006-04-12
906,4979,2006-04-13
910,4980,2006-04-14
913,4981,2006-04-17
915,4982,2006-04-18
917,4983,2006-04-19
918,4984,2006-04-20
923,4985,2006-04-21
927,4986,2006-04-24
930,4987,2006-04-25
933,4988,2006-04-26
936,4989,2006-04-27
938,4990,2006-04-28
943,4991,2006-05-01
944,4992,2006-05-02
946,4993,2006-05-03
949,4994,2006-05-04
950,4995,2006-05-05
954,4996,2006-05-08
956,4997,2006-05-09
958,4998,2006-05-10
959,4999,2006-05-11
962,5000,2006-05-12
965,5001,2006-05-15
966,5002,2006-05-16
968,5003,2006-05-17
969,5004,2006-05-18
973,5006,2006-05-22
975,5007,2006-05-23
977,5008,2006-05-24
979,5009,2006-05-25
980,5010,2006-05-26
983,5011,2006-05-29
984,5012,2006-05-30
986,5013,2006-05-31
993,5014,2006-06-01
995,5015,2006-06-02
1013,5016,2006-06-05
1014,5017,2006-06-06
1017,5018,2006-06-07
1019,5019,2006-06-08
1023,5020,2006-06-09
1024,5021,2006-06-12
1038,5022,2006-06-13
1040,5023,2006-06-14
1041,5024,2006-06-15
1043,5025,2006-06-16
1048,5026,2006-06-19
1051,5027,2006-06-20
1052,5028,2006-06-21
1058,5029,2006-06-22
1060,5030,2006-06-23
1068,5031,2006-06-26
1071,5032,2006-06-27
1078,5033,2006-06-28
1080,5034,2006-06-29
1082,5035,2006-06-30
1099,5036,2006-07-03
1106,5037,2006-07-04
1107,5038,2006-07-05
1111,5039,2006-07-06
1110,5040,2006-07-07
1114,5041,2006-07-10
1116,5042,2006-07-11
1118,5043,2006-07-12
1125,5044,2006-07-13
1130,5045,2006-07-14
1156,5046,2006-07-17
1157,5047,2006-07-18
1158,5048,2006-07-19
1164,5049,2006-07-20
1170,5050,2006-07-21
1171,5051,2006-07-24
1172,5052,2006-07-25
1173,5053,2006-07-26
1174,5054,2006-07-27
1175,5055,2006-07-28
1232,5056,2006-09-11
1233,5057,2006-09-12
1234,5058,2006-09-13
1235,5059,2006-09-14
1236,5060,2006-09-15
1251,5061,2006-09-18
1252,5062,2006-09-19
1253,5063,2006-09-20
1254,5064,2006-09-21
1255,5065,2006-09-22
1256,5066,2006-09-25
1257,5067,2006-09-26
1262,5068,2006-09-27
1263,5069,2006-09-28
1266,5070,2006-09-29
1272,5071,2006-10-02
1273,5072,2006-10-03
1274,5073,2006-10-04
1276,5074,2006-10-05
1277,5075,2006-10-06
1286,5076,2006-10-09
1287,5077,2006-10-10
1288,5078,2006-10-11
1289,5079,2006-10-12
1290,5080,2006-10-13
1292,5081,2006-10-16
1294,5082,2006-10-17
1296,5083,2006-10-18
1299,5084,2006-10-19
1301,5085,2006-10-20
1307,5086,2006-10-23
1308,5087,2006-10-24
1310,5088,2006-10-25
1318,5089,2006-10-26
1319,5090,2006-10-27
1320,5091,2006-10-30
1321,5092,2006-10-31
1322,5093,2006-11-01
1334,5094,2006-11-02
1340,5095,2006-11-03
1350,5096,2006-11-06
1351,5097,2006-11-07
1363,5098,2006-11-08
1364,5099,2006-11-09
1365,5100,2006-11-10
1378,5101,2006-11-13
1379,5102,2006-11-14
1380,5103,2006-11-15
1381,5104,2006-11-16
1382,5105,2006-11-17
